timestamp,ticker,option_type,strike,expiry_date,current_option_price,risk_free_r,volatility_used,accepted_models,weighted_price,best_model,single_best_price,recommendation
2026-01-31 15:48:45.128237,AMZN,call,220.0,2026-02-27,24.25,0.005,0.3016791706638463,AsianOptionArithmetic,19.444707408788457,AsianOptionArithmetic,19.444707408788457,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 15:49:09.571221,AMZN,call,220.0,2026-02-27,24.25,0.005,0.3016791706638463,AsianOptionArithmetic,19.47884276940226,AsianOptionArithmetic,19.47884276940226,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 15:49:25.599965,AMZN,call,220.0,2026-02-27,24.25,0.005,0.3016791706638463,AsianOptionArithmetic,19.373430730515384,AsianOptionArithmetic,19.373430730515384,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 15:49:49.068444,AMZN,call,220.0,2026-02-27,24.25,0.005,0.3016791706638463,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,20.64617726038852,AsianOptionArithmetic,19.353130846819603,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 16:12:55.222322,NDX,call,3682.3,2026-02-24,22100.0,0.005,0.1822923143579592,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,21863.730964771785,AsianOptionArithmetic,21857.07889318348,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 16:14:48.530720,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,Bachelier,42.19639128377808,Bachelier,42.19639128377808,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 16:15:24.816455,MSFT,call,270.0,2026-03-06,162.2,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,160.24578191177395,Bachelier,160.21537723846208,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-01-31 16:17:07.158307,MSFT,call,270.0,2026-03-06,158.9,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,160.300480817531,Bachelier,160.21537723846208,THE PRICE OF THE OPTION IS EXPECTED TO RISE. THE SYSTEM RECOMMENDS YOU TO BUY THE OPTION.
2026-01-31 16:26:35.219258,MSFT,call,435.0,2026-03-06,11.55,0.005,0.2573143797691758,AsianOptionArithmetic,6.009315495703291,AsianOptionArithmetic,6.009315495703291,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 05:51:29.037395,CSCO,call,71.0,2026-03-06,8.9,0.005,0.2087025099604194,AsianOptionArithmetic,7.361667662654841,AsianOptionArithmetic,7.361667662654841,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 05:57:30.812453,CSCO,call,71.0,2026-03-06,8.9,0.005,0.2087025099604194,Bachelier,7.464192690620583,Bachelier,7.464192690620583,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:38:35.141995,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,Bachelier,42.09993265333156,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:41:27.261936,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,Bachelier,42.09993265333156,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:42:24.280250,MSFT,call,390.0,2026-12-18,76.1,0.005,0.2396253398887322,AsianOptionArithmetic,48.673599438548415,AsianOptionArithmetic,48.673599438548415,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:43:19.562981,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|BinaryOption|AsianOptionArithmetic,41.08667238180547,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:44:41.488420,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,41.83118189477769,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:45:18.644208,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,Bachelier,42.09993265333156,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:46:16.086235,MSFT,call,270.0,2026-03-06,158.9,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,160.31472504433992,Bachelier,160.2175697810723,THE PRICE OF THE OPTION IS EXPECTED TO RISE. THE SYSTEM RECOMMENDS YOU TO BUY THE OPTION.
2026-02-01 13:46:53.713883,MSFT,call,435.0,2026-03-06,11.55,0.005,0.2573143797691758,AsianOptionArithmetic,5.858044393304109,AsianOptionArithmetic,5.858044393304109,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 13:49:54.651352,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,Bachelier,42.09993265333156,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 19:28:13.128311,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,Bachelier,42.09993265333156,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 19:28:55.902056,MSFT,call,390.0,2026-03-06,43.45,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|BinaryOption|AsianOptionArithmetic,41.03977416412218,Bachelier,42.09993265333156,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 19:31:17.651901,MSFT,call,390.0,2026-12-18,76.1,0.005,0.2396253398887322,AsianOptionArithmetic,47.33335647317737,AsianOptionArithmetic,47.33335647317737,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 19:32:08.171753,MSFT,call,270.0,2026-03-06,158.9,0.005,0.2573143797691758,BlackScholes|Black76|BinomialCRR|MonteCarloEuropean|Bachelier|AsianOptionArithmetic,160.3619151565904,Bachelier,160.2175697810723,THE PRICE OF THE OPTION IS EXPECTED TO RISE. THE SYSTEM RECOMMENDS YOU TO BUY THE OPTION.
2026-02-01 19:32:45.336892,MSFT,call,435.0,2026-03-06,11.55,0.005,0.2573143797691758,AsianOptionArithmetic,5.585739871948965,AsianOptionArithmetic,5.585739871948965,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
2026-02-01 19:33:53.396855,MSFT,call,390.0,2026-03-06,43.45,0.005,0.236661326341101,Bachelier,41.618983124722085,Bachelier,41.618983124722085,THE PRICE OF THE OPTION IS EXPECTED TO FALL. THE SYSTEM RECOMMENDS YOU TO NOT BUY THE OPTION.
